pop,year,month,aet,cwd,pck,pet,ppt,tmn,tmx
CP3,2024,12,2.73000001907349,19.0699996948242,227.509994506836,21.7999992370605,216.119995117188,-2.75,6.23999977111816
DPR,2024,12,11.6599998474121,10.539999961853,0,22.2000007629395,302.109985351562,4.90000009536743,13.1099996566772
FR,2024,12,4.28999996185303,14.0100002288818,0,18.2999992370605,215.399993896484,1.74000000953674,9.39000034332275
IH,2024,12,5.69999980926514,19,0,24.7000007629395,230.710006713867,5.07999992370605,14.3800001144409
LV1,2024,12,6.19999980926514,12.1999998092651,844.169982910156,18.3999996185303,374.25,-5.28999996185303,3.82999992370605
LV3,2024,12,1.82000005245209,12.4799995422363,845.090026855469,14.3000001907349,374.640014648438,-5.19999980926514,3.85999989509583
LVTR1,2024,12,2.90000009536743,14.3000001907349,861.940002441406,17.2000007629395,381.309997558594,-5.36999988555908,3.78999996185303
SC,2024,12,2.41000008583069,25.4899997711182,0,27.8999996185303,158.690002441406,5.23999977111816,14.4300003051758
SQ1,2024,12,4.67000007629395,35.6300010681152,0,40.2999992370605,51.560001373291,0.72000002861023,10.6199998855591
SQ2,2024,12,2.85999989509583,28.4400005340576,0,31.2999992370605,57.1599998474121,-0.439999997615814,10.3000001907349
SQ3,2024,12,4.3600001335144,33.2400016784668,2.65000009536743,37.5999984741211,62.8199996948242,-2.67000007629395,8.92000007629395
TM2,2024,12,13.6800003051758,11.1199998855591,0,24.7999992370605,251.729995727539,6.32999992370605,13.5600004196167
WL1,2024,12,3.50999999046326,21.6900005340576,0,25.2000007629395,258.190002441406,1.83000004291534,10.5
WL2,2024,12,9.97000026702881,17.4300003051758,112.360000610352,27.3999996185303,283.209991455078,-0.409999996423721,8.14000034332275
WR,2024,12,4.36999988555908,15.4300003051758,0,19.7999992370605,324.869995117188,3.75,11.5900001525879
WV,2024,12,14.039999961853,5.55999994277954,32.3600006103516,19.6000003814697,299.109985351562,0.97000002861023,8.43000030517578
YO11,2024,12,1.85000002384186,21.9500007629395,129.699996948242,23.7999992370605,89.2300033569336,-5.82999992370605,5.03000020980835
YO4,2024,12,3.35999989509583,30.4400005340576,0,33.7999992370605,127.230003356934,-0.310000002384186,9.73999977111816
YO7,2024,12,3.47000002861023,28.6299991607666,124.339996337891,32.0999984741211,130.550003051758,-3.85999989509583,7.63000011444092
YO8,2024,12,3.83999991416931,29.9599990844727,140.240005493164,33.7999992370605,125.139999389648,-4.44999980926514,7.07000017166138
YO1,2024,12,3.74000000953674,27.5599994659424,0,31.2999992370605,112.360000610352,0.119999997317791,9.14999961853027
UCD_Garden,2024,12,4.11999988555908,21.6800003051758,0,25.7999992370605,105.190002441406,5.1399998664856,14.289999961853
WL2_Garden,2024,12,3.76999998092651,23.8299999237061,118.569999694824,27.6000003814697,283.690002441406,-0.479999989271164,8.0600004196167
BH,2025,1,4.53999996185303,30.6599998474121,0,35.2000007629395,17.5599994659424,1.64999997615814,15.289999961853
CC,2025,1,3.8199999332428,21.1800003051758,0,25,27.4099998474121,4.40999984741211,15.8000001907349
CP2,2025,1,1.82000005245209,22.8799991607666,187.029998779297,24.7000007629395,29.2299995422363,-4.46999979019165,5.92999982833862
CP3,2025,1,4.05999994277954,17.9400005340576,243.380004882812,22,29.1900005340576,-5.32000017166138,5.17999982833862
DPR,2025,1,11.8900003433228,11.6099996566772,0,23.5,29.6399993896484,2.5,12.9300003051758
FR,2025,1,3.08999991416931,17.1100006103516,0,20.2000007629395,27.1700000762939,0.560000002384186,9.81999969482422
IH,2025,1,5.15999984741211,20.1399993896484,0,25.2999992370605,28.4300003051758,2.89000010490417,14.5
LV1,2025,1,3.80999994277954,15.5900001525879,880.890014648438,19.3999996185303,45.5299987792969,-7.40000009536743,3.8199999332428
LV3,2025,1,2.99000000953674,12.6099996566772,882.22998046875,15.6000003814697,45.4799995422363,-7.28000020980835,3.83999991416931
LVTR1,2025,1,1.29999995231628,16.7999992370605,900,18.1000003814697,46.9700012207031,-7.57000017166138,3.80999994277954
SC,2025,1,4.94999980926514,23.75,0,28.7000007629395,21.3999996185303,2.89000010490417,14.1800003051758
SQ1,2025,1,8.77000045776367,30.5300006866455,0,39.2999992370605,12.4200000762939,-1.54999995231628,8.31999969482422
SQ2,2025,1,6.51000022888184,26.2900009155273,0,32.7999992370605,12.6700000762939,-2.42000007629395,8.31999969482422
SQ3,2025,1,6.65000009536743,30.1499996185303,0,36.7999992370605,12.7399997711182,-4.51000022888184,6.76000022888184
TM2,2025,1,5.71000003814697,20.1900005340576,0,25.8999996185303,28.9799995422363,4.34999990463257,15.1499996185303
WL1,2025,1,4.26000022888184,19.9400005340576,0,24.2000007629395,33.1800003051758,-1.08000004291534,9.72999954223633
WL2,2025,1,6.07999992370605,20.1200008392334,102.379997253418,26.2000007629395,33.6699981689453,-3.32999992370605,7.3899998664856
WR,2025,1,4.30999994277954,16.7900009155273,0,21.1000003814697,30.3799991607666,1.62000000476837,11.3900003433228
WV,2025,1,6.11999988555908,15.2799997329712,0,21.3999996185303,46.1300010681152,-1.03999996185303,10.9099998474121
YO11,2025,1,1.71000003814697,21.2900009155273,141.550003051758,23,19.1700000762939,-8.97000026702881,2.73000001907349
YO4,2025,1,7.30000019073486,27.1000003814697,0,34.4000015258789,19.3299999237061,-1.25,8.65999984741211
YO7,2025,1,5.57000017166138,26.3299999237061,119.589996337891,31.8999996185303,19.0400009155273,-4.65999984741211,6.34999990463257
YO8,2025,1,6.28000020980835,25.7199993133545,142.179992675781,32,18.7000007629395,-5.78000020980835,5.67000007629395
YO1,2025,1,5.80000019073486,25.2999992370605,0,31.1000003814697,18.2099990844727,-1.99000000953674,7.90999984741211
UCD_Garden,2025,1,5.40000009536743,21.6000003814697,0,27,7.38000011444092,2.4300000667572,15.8299999237061
WL2_Garden,2025,1,4.67000007629395,21.6299991607666,109.589996337891,26.2999992370605,33.6599998474121,-3.41000008583069,7.30999994277954
BH,2025,2,6.40999984741211,42.9900016784668,0,49.4000015258789,120.589996337891,4.96999979019165,15.0100002288818
CC,2025,2,7.5,29.8999996185303,0,37.4000015258789,265.600006103516,5.76999998092651,14.1199998855591
CP2,2025,2,7.82999992370605,25.7700004577637,528.349975585938,33.5999984741211,412.049987792969,-4.67000007629395,4.61999988555908
CP3,2025,2,6.67999982833862,23.8199996948242,585.159973144531,30.5,375.660003662109,-5.51999998092651,4.07000017166138
DPR,2025,2,21.3799991607666,12.7200002670288,0,34.0999984741211,390.079986572266,2.94000005722046,11.4499998092651
FR,2025,2,5.94000005722046,26.7600002288818,13.0100002288818,32.7000007629395,319.070007324219,1.02999997138977,10.0100002288818
IH,2025,2,14.6400003433228,23.1599998474121,0,37.7999992370605,282.279998779297,4.03000020980835,13.5699996948242
LV1,2025,2,6.17999982833862,18.3199996948242,1367.73999023438,24.5,494.019989013672,-8.13000011444092,1.96000003814697
LV3,2025,2,5.94999980926514,14.75,1367.35998535156,20.7000007629395,491.809997558594,-8.10000038146973,1.99000000953674
LVTR1,2025,2,5.42999982833862,16.7700004577637,1404.76000976562,22.2000007629395,511.630004882812,-8.18000030517578,1.87999999523163
SC,2025,2,11.3800001144409,30.4200000762939,0,41.7999992370605,168.940002441406,4.48000001907349,14.0600004196167
SQ1,2025,2,12.8699998855591,39.9300003051758,0,52.7999992370605,130.679992675781,-0.389999985694885,8.76000022888184
SQ2,2025,2,10.3000001907349,33.7999992370605,5.26000022888184,44.0999984741211,136.539993286133,-1.69000005722046,8.6899995803833
SQ3,2025,2,7.09999990463257,42.5999984741211,57.8800010681152,49.7000007629395,162.630004882812,-4.15000009536743,7.15999984741211
TM2,2025,2,33.7099990844727,2.99000000953674,0,36.7000007629395,309.920013427734,5.38000011444092,13.3599996566772
WL1,2025,2,8.96000003814697,26.2399997711182,129.75,35.2000007629395,399.200012207031,-0.860000014305115,8.32999992370605
WL2,2025,2,6.40000009536743,27.7000007629395,367.350006103516,34.0999984741211,410.589996337891,-3.22000002861023,5.96000003814697
WR,2025,2,12.0299997329712,18.6700000762939,13.9300003051758,30.7000007629395,423.720001220703,1.72000002861023,9.92000007629395
WV,2025,2,30.3999996185303,0,39.5,30.3999996185303,256.809997558594,-0.319999992847443,8.89000034332275
YO11,2025,2,6.26000022888184,29.3400001525879,331.109985351562,35.5999984741211,200.919998168945,-8.07999992370605,2.67000007629395
YO4,2025,2,13.6099996566772,29.0900001525879,132.860000610352,42.7000007629395,296.010009765625,-2.39000010490417,7.23999977111816
YO7,2025,2,8.10999965667725,31.0900001525879,363.609985351562,39.2000007629395,322.480010986328,-5.98000001907349,5.19999980926514
YO8,2025,2,11.3800001144409,29.1200008392334,389.369995117188,40.5,309.399993896484,-6.61999988555908,4.73000001907349
YO1,2025,2,8.56999969482422,32.8300018310547,115.940002441406,41.4000015258789,272.959991455078,-2.05999994277954,6.8899998664856
UCD_Garden,2025,2,9.02000045776367,31.5799999237061,0,40.5999984741211,142.970001220703,5.44999980926514,15.5900001525879
WL2_Garden,2025,2,9.71000003814697,24.2900009155273,379.309997558594,34,411.209991455078,-3.29999995231628,5.88000011444092
BH,2025,3,40.6800003051758,42.0200004577637,0,82.6999969482422,146.059997558594,5.21999979019165,15.8199996948242
CC,2025,3,29.8099994659424,41.689998626709,0,71.5,139.929992675781,6.80000019073486,16.0100002288818
CP2,2025,3,35.8800010681152,18.9200000762939,696.940002441406,54.7999992370605,271.920013427734,-4.19000005722046,5.21000003814697
CP3,2025,3,31.6599998474121,19.3400001525879,758.989990234375,51,241.419998168945,-4.96000003814697,4.76000022888184
DPR,2025,3,52.5200004577637,11.2799997329712,0,63.7999992370605,219.850006103516,3.01999998092651,12.1899995803833
FR,2025,3,18.2900009155273,47.7099990844727,0,66,177.979995727539,2.13000011444092,11.8199996948242
IH,2025,3,49.1199989318848,20.9799995422363,0,70.0999984741211,178.949996948242,4.71999979019165,14.6199998855591
LV1,2025,3,16.3299999237061,30.0699996948242,1647.77001953125,46.4000015258789,303.339996337891,-5.84999990463257,3.67000007629395
LV3,2025,3,21.0699996948242,20.4300003051758,1646,41.5,300.970001220703,-5.84000015258789,3.6800000667572
LVTR1,2025,3,26.3600006103516,15.1400003433228,1695.47998046875,41.5,315.859985351562,-5.84999990463257,3.66000008583069
SC,2025,3,39.6100006103516,33.4900016784668,0,73.0999984741211,141.880004882812,5.07000017166138,15.1099996566772
SQ1,2025,3,45.1699981689453,29.7299995422363,7.76000022888184,74.9000015258789,261.839996337891,-1.63999998569489,8
SQ2,2025,3,41.7799987792969,24.3199996948242,53.0900001525879,66.0999984741211,279.079986572266,-2.66000008583069,7.76999998092651
SQ3,2025,3,41.3800010681152,26.7199993133545,215.710006713867,68.0999984741211,316.989990234375,-5.23000001907349,6.03999996185303
TM2,2025,3,70,0,0,70,157.690002441406,6.36999988555908,15.1400003433228
WL1,2025,3,29.2099990844727,29.2900009155273,126.110000610352,58.5,261.869995117188,-0.990000009536743,8.60000038146973
WL2,2025,3,27.4200000762939,29.0799999237061,478.549987792969,56.5,266.679992675781,-3.30999994277954,6.40999984741211
WR,2025,3,36.5699996948242,22.0300006866455,0,58.5999984741211,232,1.67999994754791,10.789999961853
WV,2025,3,60.2999992370605,0,0,60.2999992370605,147.059997558594,1.35000002384186,12.0500001907349
YO11,2025,3,26.2000007629395,27.3999996185303,455.790008544922,53.5999984741211,138.529998779297,-7.71000003814697,2.74000000953674
YO4,2025,3,35.6599998474121,26.5400009155273,193.960006713867,62.2000007629395,219.25,-2.71000003814697,6.5
YO7,2025,3,35.3699989318848,24.9300003051758,533.510009765625,60.2999992370605,231.25,-5.63000011444092,4.25
YO8,2025,3,30.0400009155273,31.2600002288818,567.330017089844,61.2999992370605,224.289993286133,-6.28999996185303,3.96000003814697
YO1,2025,3,39.5200004577637,23.4799995422363,179.020004272461,63,214.100006103516,-2.76999998092651,6.32000017166138
UCD_Garden,2025,3,20.2600002288818,55.2400016784668,0,75.5,36.2599983215332,6.30000019073486,18.0100002288818
WL2_Garden,2025,3,40.2200012207031,16.1800003051758,494.160003662109,56.4000015258789,266.940002441406,-3.39000010490417,6.34000015258789
BH,2025,4,59.5299987792969,61.0699996948242,0,120.599998474121,34.3699989318848,7.82999992370605,19.5499992370605
CC,2025,4,46.0999984741211,68.3000030517578,0,114.400001525879,53.7900009155273,8.96000003814697,20.5699996948242
CP2,2025,4,61.0900001525879,22.7099990844727,558.200012207031,83.8000030517578,116.580001831055,-1.36000001430511,8.8100004196167
CP3,2025,4,66.5199966430664,14.0799999237061,642.559997558594,80.5999984741211,105.309997558594,-2.1800000667572,8.3100004196167
DPR,2025,4,67.25,34.6500015258789,0,101.900001525879,90,5.61999988555908,16.4300003051758
FR,2025,4,24.7199993133545,84.1800003051758,0,108.900001525879,56.3400001525879,5.48999977111816,17.5900001525879
IH,2025,4,75.5800018310547,35.3199996948242,0,110.900001525879,70.5999984741211,7.01000022888184,18.7099990844727
LV1,2025,4,19.4799995422363,51.5200004577637,1562.57995605469,71,75.129997253418,-3.14000010490417,6.76999998092651
LV3,2025,4,21.1399993896484,45.2599983215332,1568.13000488281,66.4000015258789,74.6800003051758,-3.11999988555908,6.80000019073486
LVTR1,2025,4,22.6399993896484,40.2599983215332,1608.02001953125,62.9000015258789,78.0199966430664,-3.13000011444092,6.6100001335144
SC,2025,4,47.4000015258789,66,0,113.400001525879,45.2200012207031,7.28000020980835,19.0599994659424
SQ1,2025,4,53.0299987792969,52.6699981689453,0,105.699996948242,81.6399993896484,1.42999994754791,10.9399995803833
SQ2,2025,4,51.6599998474121,43.7400016784668,0,95.4000015258789,82.8600006103516,0.360000014305115,10.8100004196167
SQ3,2025,4,75.2300033569336,20.9699993133545,68.8499984741211,96.1999969482422,92.7300033569336,-2.27999997138977,8.94999980926514
TM2,2025,4,84.8399963378906,29.1599998474121,0,114,58.3199996948242,8.80000019073486,19.8199996948242
WL1,2025,4,48.3300018310547,43.8699989318848,0,92.1999969482422,121.959999084473,2.01999998092651,13.0600004196167
WL2,2025,4,33.3800010681152,57.2200012207031,280.739990234375,90.5999984741211,124.970001220703,-0.259999990463257,10.5600004196167
WR,2025,4,50.4099998474121,46.4900016784668,0,96.9000015258789,95.4700012207031,5.03999996185303,15.6199998855591
WV,2025,4,88.0699996948242,11.9300003051758,0,100,26.5400009155273,3.99000000953674,18.8199996948242
YO11,2025,4,40.439998626709,34.9599990844727,421.320007324219,75.4000015258789,57.9500007629395,-5.53000020980835,6.51999998092651
YO4,2025,4,46.6399993896484,45.1599998474121,0,91.8000030517578,98.5999984741211,-0.28999999165535,10.5799999237061
YO7,2025,4,65.2699966430664,18.4300003051758,441.769989013672,83.6999969482422,104.069999694824,-3.57999992370605,8.47999954223633
YO8,2025,4,28.1599998474121,54.439998626709,484.700012207031,82.5999984741211,98.4499969482422,-4.09999990463257,7.96999979019165
YO1,2025,4,77.2300033569336,15.3699998855591,0,92.5999984741211,93.0699996948242,-0.0700000002980232,10.0299997329712
UCD_Garden,2025,4,29.7099990844727,89.8899993896484,0,119.599998474121,2.90000009536743,8.11999988555908,22.5200004577637
WL2_Garden,2025,4,79.0400009155273,11.3599996566772,300,90.4000015258789,124.970001220703,-0.340000003576279,10.4700002670288
BH,2025,5,92.6699981689453,75.0299987792969,0,167.699996948242,2.25,10.9399995803833,26.4400005340576
CC,2025,5,90.9300003051758,71.870002746582,0,162.800003051758,16.8199996948242,12.4799995422363,26.7000007629395
CP2,2025,5,35.810001373291,87.9899978637695,54.6699981689453,123.800003051758,19.7000007629395,3.15000009536743,14.3199996948242
CP3,2025,5,71.7799987792969,49.3199996948242,174.770004272461,121.099998474121,18.8500003814697,2.21000003814697,13.7299995422363
DPR,2025,5,106.169998168945,41.9300003051758,0,148.100006103516,14.6300001144409,10.3699998855591,21.7299995422363
FR,2025,5,29.7000007629395,123.800003051758,0,153.5,22.4599990844727,8.72999954223633,23.1000003814697
IH,2025,5,105.449996948242,52.8499984741211,0,158.300003051758,3.35999989509583,10.8599996566772,25.0300006866455
LV1,2025,5,36.5,73.3000030517578,1148.5,109.800003051758,37.9199981689453,0.129999995231628,13.6700000762939
LV3,2025,5,46.75,58.9500007629395,1151.57995605469,105.699996948242,38.3600006103516,0.239999994635582,13.6899995803833
LVTR1,2025,5,27.8500003814697,70.9499969482422,1186.67004394531,98.8000030517578,39.1300010681152,0.0599999986588955,13.6499996185303
SC,2025,5,89.7600021362305,70.1399993896484,0,159.899993896484,1.82000005245209,10.1099996566772,25.2900009155273
SQ1,2025,5,66.2200012207031,77.9800033569336,0,144.199996948242,17.7999992370605,6.34999990463257,16.8400001525879
SQ2,2025,5,73.4800033569336,60.7200012207031,0,134.199996948242,15.7700004577637,4.98000001907349,16.5699996948242
SQ3,2025,5,77.1600036621094,55.8400001525879,0,133,17.9300003051758,2.41000008583069,14.3299999237061
TM2,2025,5,73.2099990844727,92.3899993896484,0,165.600006103516,20.6700000762939,12.3900003433228,25.9799995422363
WL1,2025,5,53.2999992370605,80.6999969482422,0,134,22.5400009155273,6.44999980926514,18.3999996185303
WL2,2025,5,71.2600021362305,63.0400009155273,0,134.300003051758,21.4200000762939,4.13000011444092,15.8500003814697
WR,2025,5,93.75,46.8499984741211,0,140.600006103516,19.7299995422363,9.48999977111816,20.1299991607666
WV,2025,5,62.0200004577637,78.379997253418,0,140.399993896484,8.88000011444092,6.84999990463257,23.7199993133545
YO11,2025,5,31.8500003814697,76.8499984741211,92.6699981689453,108.699996948242,18.1499996185303,-0.889999985694885,11.4700002670288
YO4,2025,5,56.2200012207031,72.5800018310547,0,128.800003051758,13.8599996566772,4.44000005722046,16.0799999237061
YO7,2025,5,69.2200012207031,54.3800010681152,0,123.599998474121,14.6700000762939,1.13999998569489,13.6199998855591
YO8,2025,5,28.8199996948242,93.0800018310547,62.8600006103516,121.900001525879,15.2299995422363,0.600000023841858,13.0900001525879
YO1,2025,5,78.1100006103516,52.2900009155273,0,130.399993896484,14.8900003433228,4.67999982833862,15.5799999237061
UCD_Garden,2025,5,54.4000015258789,117.800003051758,0,172.199996948242,1.79999995231628,11.3800001144409,28.1100006103516
WL2_Garden,2025,5,77.2799987792969,56.5200004577637,0,133.800003051758,21.3799991607666,4.05000019073486,15.7700004577637
BH,2025,6,92.5100021362305,99.4899978637695,0,192,0.25,15.1000003814697,31.8199996948242
CC,2025,6,91.0599975585938,90.6399993896484,0,181.699996948242,0,16.0200004577637,31.2900009155273
CP2,2025,6,33.9900016784668,120.709999084473,0,154.699996948242,7.32999992370605,8.15999984741211,21.1100006103516
CP3,2025,6,64.3300018310547,87.5699996948242,0,151.899993896484,8.3100004196167,7.1399998664856,20.5
DPR,2025,6,130.169998168945,42.8300018310547,0,173,0,15.0200004577637,28.1000003814697
FR,2025,6,33.1199989318848,139.679992675781,0,172.800003051758,0,13.1300001144409,28.8099994659424
IH,2025,6,121.48999786377,57.6100006103516,0,179.100006103516,0,14.6800003051758,29.9599990844727
LV1,2025,6,52.5699996948242,84.0299987792969,435.940002441406,136.600006103516,3.35999989509583,3.84999990463257,18.2399997711182
LV3,2025,6,57.6199989318848,75.1800003051758,450.470001220703,132.800003051758,3.22000002861023,3.90000009536743,18.2600002288818
LVTR1,2025,6,26.7600002288818,98.2399978637695,484.079986572266,125,3.40000009536743,3.57999992370605,18.1800003051758
SC,2025,6,85.9199981689453,97.1800003051758,0,183.100006103516,0,13.3800001144409,29.9699993133545
SQ1,2025,6,73.8300018310547,96.870002746582,0,170.699996948242,0.360000014305115,10.8199996948242,23.0400009155273
SQ2,2025,6,84.0500030517578,72.4499969482422,0,156.5,0.9200000166893,9.17000007629395,22.5400009155273
SQ3,2025,6,63.2099990844727,91.3899993896484,0,154.600006103516,1.02999997138977,6.42000007629395,20.25
TM2,2025,6,71.9599990844727,112.639999389648,0,184.600006103516,0,16.2399997711182,30.5699996948242
WL1,2025,6,60.6500015258789,100.050003051758,0,160.699996948242,3.23000001907349,11.6899995803833,24.2800006866455
WL2,2025,6,103.870002746582,61.8300018310547,0,165.699996948242,5.48999977111816,9.64999961853027,21.9799995422363
WR,2025,6,113.720001220703,53.1800003051758,0,166.899993896484,0.230000004172325,14.4700002670288,26.75
WV,2025,6,63.3899993896484,99.6100006103516,0,163,0.310000002384186,11.7799997329712,29.4099998474121
YO11,2025,6,30.4799995422363,106.519996643066,0,137,5.51999998092651,4.1399998664856,17.6599998474121
YO4,2025,6,65.7699966430664,92.2300033569336,0,158,2.79999995231628,8.73999977111816,21.8199996948242
YO7,2025,6,61.1100006103516,91.5899963378906,0,152.699996948242,4,5.40000009536743,19.5
YO8,2025,6,27.6700000762939,123.129997253418,0,150.800003051758,4.19999980926514,4.8600001335144,18.9699993133545
YO1,2025,6,66.7399978637695,91.6600036621094,0,158.399993896484,2.50999999046326,8.72000026702881,21.5599994659424
UCD_Garden,2025,6,61.2900009155273,127.01000213623,0,188.300003051758,0,12.6899995803833,31.3700008392334
WL2_Garden,2025,6,72.0100021362305,93.1900024414062,0,165.199996948242,5.57999992370605,9.57999992370605,21.9099998474121
BH,2025,7,76.5800018310547,125.220001220703,0,201.800003051758,0,16.6700000762939,32.8499984741211
CC,2025,7,88.1900024414062,111.209999084473,0,199.399993896484,0,17.1200008392334,32.2299995422363
CP2,2025,7,29.4200000762939,126.680000305176,0,156.100006103516,9.89999961853027,9.89000034332275,22.0400009155273
