pop,year,month,aet,cwd,pck,pet,ppt,tmn,tmx
CP3,2025,7,63.1800003051758,90.4199981689453,0,153.600006103516,10.6499996185303,9.05000019073486,21.6200008392334
DPR,2025,7,142.889999389648,38.7099990844727,0,181.600006103516,0.0599999986588955,16.6800003051758,29.4400005340576
FR,2025,7,38.7700004577637,141.130004882812,0,179.899993896484,1.89999997615814,14.4200000762939,30.2600002288818
IH,2025,7,189,0,0,189,0.939999997615814,16.2199993133545,31.1399993896484
LV1,2025,7,54.9199981689453,90.9800033569336,0,145.899993896484,10.1300001144409,6.73999977111816,20.0300006866455
LV3,2025,7,63.6800003051758,76.9199981689453,0,140.600006103516,10.0100002288818,6.6100001335144,20.0300006866455
LVTR1,2025,7,24.1299991607666,110.669998168945,0,134.800003051758,11.0100002288818,6.17000007629395,19.9200000762939
SC,2025,7,49.0499992370605,143.75,0,192.800003051758,0.00999999977648258,14.6499996185303,31.0499992370605
SQ1,2025,7,20.8899993896484,148.910003662109,0,169.800003051758,1.98000001907349,12.2600002288818,24.3899993896484
SQ2,2025,7,68.9199981689453,85.0800018310547,0,154,2.05999994277954,10.6999998092651,23.7700004577637
SQ3,2025,7,49.189998626709,99.4100036621094,0,148.600006103516,2.40000009536743,7.90999984741211,21.5200004577637
TM2,2025,7,74.6100006103516,125.589996337891,0,200.199996948242,0.00999999977648258,17.2700004577637,31.5799999237061
WL1,2025,7,64.8000030517578,104.5,0,169.300003051758,3.0699999332428,13.3999996185303,25.4899997711182
WL2,2025,7,106.699996948242,62.4000015258789,0,169.100006103516,6.17999982833862,11.460000038147,23.2199993133545
WR,2025,7,111.470001220703,64.629997253418,0,176.100006103516,0.280000001192093,16.1599998474121,28.0900001525879
WV,2025,7,159.910003662109,10.8900003433228,0,170.800003051758,12.8999996185303,14.6999998092651,32.310001373291
YO11,2025,7,26.5,115.900001525879,0,142.399993896484,4.1399998664856,6.19000005722046,20.2000007629395
YO4,2025,7,64.8600006103516,95.2399978637695,0,160.100006103516,0.109999999403954,11.0600004196167,23.4799995422363
YO7,2025,7,55,96.1999969482422,0,151.199996948242,1.00999999046326,7.42999982833862,21.4799995422363
YO8,2025,7,20.6700000762939,128.830001831055,0,149.5,1.36000001430511,6.96999979019165,21.0100002288818
YO1,2025,7,62.5299987792969,96.870002746582,0,159.399993896484,0.159999996423721,11.0299997329712,23.0400009155273
UCD_Garden,2025,7,58.6399993896484,141.360000610352,0,200,0,13.7399997711182,31.6900005340576
WL2_Garden,2025,7,71.1699981689453,97.7300033569336,0,168.899993896484,6.28000020980835,11.3800001144409,23.1399993896484
BH,2025,8,59.3800010681152,122.819999694824,0,182.199996948242,1.79999995231628,19.1399993896484,34.2200012207031
CC,2025,8,63.3699989318848,113.930000305176,0,177.300003051758,0.8299999833107,18.9599990844727,33.7599983215332
CP2,2025,8,41.5200004577637,99.0800018310547,0,140.600006103516,23.5,11.0799999237061,22.9799995422363
CP3,2025,8,78.6500015258789,58.4500007629395,0,137.100006103516,26.2600002288818,10.2200002670288,22.5
DPR,2025,8,122.519996643066,41.2799987792969,0,163.800003051758,0,18.25,31.4099998474121
FR,2025,8,48.9199981689453,113.879997253418,0,162.800003051758,7.8600001335144,15.6899995803833,31.4899997711182
IH,2025,8,14.5900001525879,157.910003662109,0,172.5,0.00999999977648258,18.1499996185303,32.8499984741211
LV1,2025,8,48.9199981689453,78.9800033569336,0,127.900001525879,14.7600002288818,6.63000011444092,20.9200000762939
LV3,2025,8,64.0699996948242,57.1300010681152,0,121.199996948242,14.6400003433228,6.53000020980835,20.9400005340576
LVTR1,2025,8,19.1499996185303,99.0500030517578,0,118.199996948242,16.4699993133545,6.05999994277954,20.8299999237061
SC,2025,8,11.7200002670288,162.979995727539,0,174.699996948242,0.0399999991059303,17.0599994659424,32.9300003051758
SQ1,2025,8,0,155.699996948242,0,155.699996948242,19.1900005340576,13.3699998855591,25.6000003814697
SQ2,2025,8,49.7299995422363,91.0699996948242,0,140.800003051758,17.9799995422363,11.6999998092651,25.0599994659424
SQ3,2025,8,41.439998626709,95.2600021362305,0,136.699996948242,19.2900009155273,8.76000022888184,22.75
TM2,2025,8,7.30999994277954,172.990005493164,0,180.300003051758,1.26999998092651,19.1800003051758,33.1800003051758
WL1,2025,8,52.9300003051758,100.269996643066,0,153.199996948242,4.34000015258789,14.960000038147,27
WL2,2025,8,46.8699989318848,105.629997253418,0,152.5,13.9899997711182,12.9399995803833,24.4899997711182
WR,2025,8,47.189998626709,108.309997558594,0,155.5,0.889999985694885,17.25,29.9500007629395
WV,2025,8,14.0900001525879,135.710006713867,0,149.800003051758,8.01000022888184,14.7200002670288,32.6699981689453
YO11,2025,8,42.3199996948242,85.0800018310547,0,127.400001525879,39.2400016784668,6.42999982833862,20.2099990844727
YO4,2025,8,65.1800003051758,74.5199966430664,0,139.699996948242,24.1299991607666,12.0600004196167,24.3199996948242
YO7,2025,8,65.1900024414062,69.0100021362305,0,134.199996948242,35.9000015258789,7.92999982833862,21.8199996948242
YO8,2025,8,22.7099990844727,110.48999786377,0,133.199996948242,33.5699996948242,7.28000020980835,21.2900009155273
YO1,2025,8,75,63.7000007629395,0,138.699996948242,18.3799991607666,12.0600004196167,23.8299999237061
UCD_Garden,2025,8,42.0699996948242,139.630004882812,0,181.699996948242,0,15.210000038147,34.3400001525879
WL2_Garden,2025,8,100.410003662109,51.8899993896484,0,152.300003051758,14.3299999237061,12.8500003814697,24.4099998474121
BH,2025,9,0,136.699996948242,0,136.699996948242,12.789999961853,17.2099990844727,30.5699996948242
CC,2025,9,29.5900001525879,103.610000610352,0,133.199996948242,2.90000009536743,17.6100006103516,30.0900001525879
CP2,2025,9,12.8699998855591,94.0299987792969,0,106.900001525879,26.6599998474121,8.85000038146973,19.3500003814697
CP3,2025,9,27.7399997711182,74.7600021362305,0,102.5,25.9899997711182,8,18.7800006866455
DPR,2025,9,65.0699996948242,55.6300010681152,0,120.699996948242,9.73999977111816,15.1400003433228,27.6000003814697
FR,2025,9,11.0799999237061,108.919998168945,0,120,12,13.6300001144409,27.4799995422363
IH,2025,9,0,127.800003051758,0,127.800003051758,4.76999998092651,15.75,29.0499992370605
LV1,2025,9,24.9099998474121,76.1900024414062,0,101.099998474121,41.8199996948242,5.8899998664856,17.0200004577637
LV3,2025,9,41.4500007629395,51.1500015258789,0,92.5999984741211,42.2200012207031,5.6399998664856,17.0400009155273
LVTR1,2025,9,8.27000045776367,85.7300033569336,0,94,42.2799987792969,5.05000019073486,16.9599990844727
SC,2025,9,1.70000004768372,128.600006103516,0,130.300003051758,3.70000004768372,15.5900001525879,29.3199996948242
SQ1,2025,9,19.5300006866455,103.669998168945,0,123.199996948242,30.4699993133545,10.8900003433228,21.2399997711182
SQ2,2025,9,11.5299997329712,98.870002746582,0,110.400001525879,36.7900009155273,9.77999973297119,21.0200004577637
SQ3,2025,9,9.48999977111816,96.7099990844727,0,106.199996948242,42.6500015258789,6.98999977111816,18.7900009155273
TM2,2025,9,30.9099998474121,103.389999389648,0,134.300003051758,4.46999979019165,17.5200004577637,29.4099998474121
WL1,2025,9,20.0599994659424,92.7399978637695,0,112.800003051758,15.0100002288818,12.5600004196167,23.6000003814697
WL2,2025,9,9.43000030517578,107.769996643066,0,117.199996948242,19.2099990844727,10.539999961853,21.0799999237061
WR,2025,9,0,112.800003051758,0,112.800003051758,12.1499996185303,14.3199996948242,26.1599998474121
WV,2025,9,89.3899993896484,25.9099998474121,0,115.300003051758,26.7099990844727,12.789999961853,28.4099998474121
YO11,2025,9,15.8000001907349,80,0,95.8000030517578,36.5400009155273,4.05999994277954,15.960000038147
YO4,2025,9,35.1599998474121,76.1399993896484,0,111.300003051758,27.0699996948242,9.14000034332275,20.6399993896484
YO7,2025,9,29.0300006866455,78.0699996948242,0,107.099998474121,36.310001373291,6.07000017166138,17.9400005340576
YO8,2025,9,9.48999977111816,96.2099990844727,0,105.699996948242,39.1500015258789,5.55999994277954,17.4099998474121
YO1,2025,9,32.4900016784668,76.2099990844727,0,108.699996948242,28.3500003814697,9.5600004196167,20.1200008392334
UCD_Garden,2025,9,19.4599990844727,116.540000915527,0,136,0.300000011920929,15.8000001907349,30.8999996185303
WL2_Garden,2025,9,28.6100006103516,88.2900009155273,0,116.900001525879,19.3199996948242,10.460000038147,20.9899997711182
