block,bed,row,col,Unique.ID,Pop.Type,pop.id,mf,dame_mf,sire_mf,rep,FruitsY1,Establishment,Y1Surv,WintSurv,LifeHistory,SurvtoBud,FruitsY2,TotalFruit,ProbFruit,TotalFitness
E,D,27,B,2444,F2,(LV1 x WL2) x (WL2),6_16-A,6,16-A,4,NA,0,NA,NA,Non-Rep,NA,NA,0,0,0
E,D,28,A,1864,Parent,WL2,5,5,NA,41,NA,1,1,1,Non-Rep,0,NA,0,0,0
E,D,28,B,2403,Parent,WL1,8,8,NA,2,NA,1,1,0,Non-Rep,NA,NA,0,0,0
E,D,29,A,2312,F2,(WL2) x (WL2 x BH),3-14_1,14-Mar,1,4,NA,1,1,0,Non-Rep,NA,NA,0,0,0
E,D,29,B,1942,Parent,WV,11,11,NA,21,NA,1,1,0,Non-Rep,NA,NA,0,0,0
F,D,30,B,1760,Parent,TM2,7,7,NA,56,6,1,1,0,Annual,NA,NA,6,1,6
E,D,31,A,1967,F1,BH x WL2,1-3_8-10,3-Jan,10-Aug,4,NA,1,1,0,Non-Rep,NA,NA,0,0,0
F,D,31,B,2569,F2,(WV x WL2) x (WL2 x BH),2_2,2,2,10,NA,1,1,0,Non-Rep,NA,NA,0,0,0
F,D,32,A,1968,F1,BH x WL2,19-A_8-A,19-A,8-A,5,NA,1,1,0,Non-Rep,NA,NA,0,0,0
F,D,32,B,2633,Parent,TM2,8,8,NA,61,NA,1,1,1,Biennial,1,4,4,1,4
F,D,34,A,2406,Parent,WL1,8,8,NA,7,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
F,D,34,B,2224,F2,(WL2 x BH) x (WL2 x TM2),2_1,2,1,11,NA,1,1,0,Non-Rep,NA,NA,0,0,0
F,D,36,A,2130,F2,(TM2 x WL2) x (TM2),3_1-3,3,3-Jan,2,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
F,D,36,B,2507,F2,(TM2) x (TM2 x WL2),2-1_2,1-Feb,2,5,NA,1,1,1,Biennial,1,20,20,1,20
F,D,37,B,2364,F2,(WV x WL2) x (WL2 x CC),3_1,3,1,12,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
F,D,38,A,1774,Parent,TM2,9,9,NA,70,1,1,1,1,TBD,1,4,5,1,5
F,D,38,B,2418,F1,SQ3 x WL2,6-C_8-A,6-C,8-A,3,NA,1,1,0,Non-Rep,NA,NA,0,0,0
F,D,39,A,2515,F2,(WL2 x BH) x (WL2 x CC),1_2,1,2,5,NA,1,1,1,Biennial,1,69,69,1,69
F,D,39,B,1838,Parent,WL2,2,2,NA,15,NA,1,1,1,Non-Rep,0,NA,0,0,0
F,D,40,A,2261,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,23,NA,1,1,1,Biennial,1,24,24,1,24
F,D,40,B,2414,F1,BH x WL2,19-A_8-A,19-A,8-A,5,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
F,D,41,A,2455,F2,(WL2 x TM2) x (WL2 x BH),1_2,1,2,2,NA,1,1,1,Biennial,1,2,2,1,2
F,D,41,B,1940,Parent,WV,11,11,NA,19,NA,1,1,0,Non-Rep,NA,NA,0,0,0
F,D,42,A,2324,F2,(WL2) x (WL2 x TM2),3-14_2,14-Mar,2,9,NA,1,1,1,Non-Rep,0,NA,0,0,0
F,D,42,B,1985,F1,LV1 x WL2,14_8,14,8,8,NA,1,1,0,Non-Rep,NA,NA,0,0,0
F,D,43,B,1804,Parent,WL1,8,8,NA,2,NA,1,1,0,Non-Rep,NA,NA,0,0,0
F,D,44,A,2207,F2,(WL2 x BH) x (WL2 x CC),1_2,1,2,16,NA,1,1,0,Non-Rep,NA,NA,0,0,0
F,D,44,B,2596,F2,(SQ3 x WL2) x (WL2),5_13-B,5,13-B,30,NA,1,1,0,Non-Rep,NA,NA,0,0,0
F,D,45,A,2241,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,3,NA,1,1,1,Biennial,1,11,11,1,11
F,D,46,A,2583,F2,(YO11 x WL2) x (WL2),4_13-B,4,13-B,2,NA,1,1,0,Non-Rep,NA,NA,0,0,0
F,D,46,B,2238,F2,(WL2 x TM2) x (CC x TM2),2-3_2-3,3-Feb,3-Feb,8,NA,1,0,NA,Annual,NA,NA,0,0,0
G,D,48,A,2490,F1,WL2 x DPR,NA,NA,NA,3,NA,1,1,0,Non-Rep,NA,NA,0,0,0
F,D,48,B,1702,Parent,SQ3,7,7,NA,19,NA,1,1,0,Non-Rep,NA,NA,0,0,0
G,D,49,A,2525,F2,(WL2 x BH) x (WL2 x CC),1_2,1,2,13,NA,1,1,0,Non-Rep,NA,NA,0,0,0
G,D,49,B,1707,Parent,TM2,1,1,NA,3,NA,1,1,0,Annual,NA,NA,0,0,0
G,D,50,B,2625,Parent,WV,12,12,NA,12,NA,1,1,0,Non-Rep,NA,NA,0,0,0
G,D,51,B,1988,F1,LV1 x WL2,14_8,14,8,11,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
G,D,52,B,2463,F2,(WL2) x (WL2 x TM2),3-14_2,14-Mar,2,13,NA,1,1,0,Non-Rep,NA,NA,0,0,0
G,D,53,A,2395,Parent,WL2,2,2,NA,16,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
G,D,53,B,2212,F2,(WL2 x BH) x (WL2 x CC),2_3,2,3,21,NA,1,1,0,Non-Rep,NA,NA,0,0,0
G,D,54,A,1876,Parent,WL2,6,6,NA,53,NA,1,1,0,Non-Rep,NA,NA,0,0,0
G,D,54,B,1849,Parent,WL2,3,3,NA,26,NA,1,1,0,Non-Rep,NA,NA,0,0,0
G,D,55,A,2573,F2,(WV x WL2) x (WL2 x CC),3_1,3,1,15,NA,1,1,1,Non-Rep,0,NA,0,0,0
G,D,55,B,2425,F1,WL1 x WL2,2-2_10-1,2-Feb,1-Oct,6,NA,1,1,1,Non-Rep,0,NA,0,0,0
G,D,56,A,2544,F2,(WL2 x CC) x (WL2 x BH),1_1,1,1,3,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
G,D,56,B,2492,F1,YO11 x WL2,NA,NA,NA,1,NA,1,1,0,Non-Rep,NA,NA,0,0,0
G,D,58,B,2131,F2,(TM2 x WL2) x (TM2),3_1-3,3,3-Jan,3,NA,1,1,0,Non-Rep,NA,NA,0,0,0
D,D,4,C,1901,Parent,WL2,8,8,NA,78,NA,1,1,0,Non-Rep,NA,NA,0,0,0
D,D,4,D,2221,F2,(WL2 x BH) x (WL2 x TM2),2_3,2,3,8,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
D,D,5,C,2292,F2,(WL2 x TM2) x (WL2 x BH),1_2,1,2,3,NA,1,1,0,Non-Rep,NA,NA,0,0,0
D,D,5,D,2121,F2,(SQ3 x WL2) x (WL2),5_13-B,5,13-B,30,NA,1,1,1,Non-Rep,0,NA,0,0,0
D,D,7,C,1751,Parent,TM2,6,6,NA,47,NA,1,1,0,Non-Rep,NA,NA,0,0,0
D,D,8,C,2538,F2,(WL2 x BH) x (WL2 x TM2),2_3,2,3,2,NA,1,1,0,Non-Rep,NA,NA,0,0,0
D,D,8,D,1856,Parent,WL2,4,4,NA,33,NA,0,NA,NA,Non-Rep,NA,NA,0,0,0
D,D,9,C,2622,Parent,DPR,20,20,NA,18,NA,1,1,0,Non-Rep,NA,NA,0,0,0
D,D,9,D,1768,Parent,TM2,9,9,NA,64,3,1,1,0,Annual,NA,NA,3,1,3
D,D,10,C,2412,F1,BH x WL2,1-3_8-10,3-Jan,10-Aug,4,NA,1,1,0,Non-Rep,NA,NA,0,0,0
D,D,11,C,1614,Parent,BH,1,1,NA,15,NA,0,NA,NA,Non-Rep,NA,NA,0,0,0
D,D,12,C,2257,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,19,NA,1,1,0,Non-Rep,NA,NA,0,0,0
D,D,12,D,2578,F2,(WV) x (WV x WL2),3_22,3,22,1,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
D,D,13,D,2576,F2,(WV x WL2) x (WV),20_7-3,20,3-Jul,4,NA,1,1,0,Non-Rep,NA,NA,0,0,0
D,D,14,C,1976,F1,DPR x WL2,NA,NA,NA,3,NA,0,NA,NA,Non-Rep,NA,NA,0,0,0
E,D,15,C,2376,F2,(WV) x (WV x WL2),3_22,3,22,2,NA,1,1,0,Non-Rep,NA,NA,0,0,0
E,D,15,D,1667,Parent,LV1,11,11,NA,5,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
E,D,16,C,2343,F2,(WV x WL2) x (WL2 x BH),2_2,2,2,1,NA,1,1,1,Non-Rep,0,NA,0,0,0
E,D,16,D,2539,F2,(WL2 x BH) x (WL2 x TM2),2_3,2,3,4,NA,1,1,1,Biennial,1,5,5,1,5
E,D,17,C,2644,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,46,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
E,D,17,D,1791,Parent,TM2,NA,NA,NA,87,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
E,D,18,C,2510,F2,(WL2 x BH) x (WL2 x CC),1_2,1,2,2,NA,1,1,0,Non-Rep,NA,NA,0,0,0
E,D,18,D,2054,F1,YO11 x WL2,NA,NA,NA,1,NA,1,1,0,Non-Rep,NA,NA,0,0,0
E,D,19,C,1767,Parent,TM2,8,8,NA,63,NA,1,1,0,Non-Rep,NA,NA,0,0,0
E,D,19,D,1644,Parent,DPR,11,11,NA,3,NA,1,1,0,Non-Rep,NA,NA,0,0,0
E,D,20,D,2399,Parent,SQ3,7,7,NA,16,NA,1,1,0,Non-Rep,NA,NA,0,0,0
E,D,21,D,1977,F1,DPR x WL2,NA,NA,NA,4,NA,1,1,1,Non-Rep,0,NA,0,0,0
E,D,24,C,2265,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,27,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
E,D,24,D,2461,F2,(WL2) x (WL2 x TM2),3-14_2,14-Mar,2,6,NA,1,1,1,Non-Rep,0,NA,0,0,0
E,D,25,C,2047,F1,WL2 x YO11,2-A_11-2,2-A,2-Nov,1,NA,1,1,1,Non-Rep,0,NA,0,0,0
E,D,25,D,2623,Parent,DPR,20,20,NA,18,NA,0,NA,NA,Non-Rep,NA,NA,0,0,0
E,D,26,C,1753,Parent,TM2,6,6,NA,49,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
E,D,26,D,1600,Parent,BH,3,3,NA,1,NA,1,1,1,Biennial,1,NA,0,0,0
E,D,27,C,1837,Parent,WL2,2,2,NA,14,NA,1,1,0,Non-Rep,NA,NA,0,0,0
E,D,27,D,2283,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,45,5,1,1,0,Annual,NA,NA,5,1,5
E,D,28,C,2501,F2,(SQ3 x WL2) x (WL2),12_16-A,12,16-A,13,NA,0,NA,NA,Non-Rep,NA,NA,0,0,0
E,D,28,D,2129,F2,(TM2 x WL2) x (TM2),3_1-3,3,3-Jan,1,NA,1,1,0,Non-Rep,NA,NA,0,0,0
E,D,29,C,1971,F1,BH x WL2,1-3_8-1,3-Jan,1-Aug,8,NA,1,1,0,Non-Rep,NA,NA,0,0,0
E,D,29,D,2617,Parent,CC,1,1,NA,1,NA,1,1,0,Non-Rep,NA,NA,0,0,0
E,D,30,C,1834,Parent,WL2,2,2,NA,11,NA,0,NA,NA,Non-Rep,NA,NA,0,0,0
E,D,30,D,2451,F2,(WL2 x TM2) x (CC x TM2),2-3_2-3,3-Feb,3-Feb,6,NA,1,1,0,Non-Rep,NA,NA,0,0,0
F,D,31,C,2540,F2,(WL2 x BH) x (WL2 x TM2),2_3,2,3,7,NA,1,1,0,Non-Rep,NA,NA,0,0,0
F,D,31,D,2647,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,50,NA,1,0,NA,Annual,NA,NA,0,0,0
F,D,32,C,2431,F1,WL2 x LV1,2-A_14-A,2-A,14-A,7,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
F,D,32,D,2526,F2,(WL2 x BH) x (WL2 x CC),1_2,1,2,14,NA,1,1,0,Non-Rep,NA,NA,0,0,0
F,D,33,C,2422,F1,WL1 x WL2,2-3_2-2,3-Feb,2-Feb,2,NA,1,1,0,Non-Rep,NA,NA,0,0,0
F,D,33,D,2601,F2,(TM2 x WL2) x (TM2),3_2-13,3,13-Feb,16,NA,0,NA,NA,Non-Rep,NA,NA,0,0,0
F,D,34,C,1648,Parent,DPR,11,11,NA,7,NA,1,1,0,Non-Rep,NA,NA,0,0,0
F,D,34,D,2345,F2,(WV x WL2) x (WL2 x BH),2_2,2,2,3,NA,1,1,0,Non-Rep,NA,NA,0,0,0
F,D,35,D,2479,F1,DPR x WL2,NA,NA,NA,3,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
F,D,36,D,2468,F2,(WV x WL2) x (WL2 x CC),3_1,3,1,9,9,1,1,0,Annual,NA,NA,9,1,9
F,D,37,C,2050,F1,WL2 x YO11,8-1_11-1,1-Aug,1-Nov,4,NA,1,1,0,Non-Rep,NA,NA,0,0,0
F,D,37,D,1882,Parent,WL2,6,6,NA,59,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
F,D,38,C,1997,F1,TM2 x WL2,NA,NA,NA,6,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
F,D,38,D,2055,F1,YO11 x WL2,NA,NA,NA,2,NA,1,1,0,Non-Rep,NA,NA,0,0,0
F,D,39,C,1862,Parent,WL2,4,4,NA,39,NA,1,1,1,Non-Rep,0,NA,0,0,0
F,D,40,C,2340,F2,(WV x TM2) x (WL2 x TM2),3_1,3,1,1,5,1,1,0,Annual,NA,NA,5,1,5
F,D,41,C,1913,Parent,WL2,9,9,NA,90,NA,1,1,0,Non-Rep,NA,NA,0,0,0
F,D,41,D,2484,F1,TM2 x WL2,2_2,2,2,2,NA,1,1,0,Non-Rep,NA,NA,0,0,0
F,D,43,D,2046,F1,WL2 x WV,NA,NA,NA,7,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
F,D,44,D,2531,F2,(WL2 x BH) x (WL2 x CC),2_3,2,3,18,NA,1,1,0,Non-Rep,NA,NA,0,0,0
F,D,45,C,2624,Parent,DPR,19,19,NA,21,NA,0,NA,NA,Non-Rep,NA,NA,0,0,0
F,D,45,D,2543,F2,(WL2 x CC) x (WL2 x BH),1_1,1,1,2,NA,1,1,1,Biennial,1,NA,0,0,0
F,D,46,C,2277,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,39,NA,1,1,0,Non-Rep,NA,NA,0,0,0
F,D,46,D,1972,F1,BH x WL2,1-3_8-1,3-Jan,1-Aug,9,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
F,D,47,C,1682,Parent,LV1,22,22,NA,20,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
F,D,47,D,2065,F2,(CC x WL2) x (WL2),4_13-B,4,13-B,5,NA,1,1,0,Non-Rep,NA,NA,0,0,0
G,D,48,C,1615,Parent,BH,1,1,NA,16,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
G,D,48,D,2369,F2,(WV x WL2) x (WV),20_7-3,20,3-Jul,2,NA,1,1,0,Non-Rep,NA,NA,0,0,0
G,D,49,C,2192,F2,(WL2 x BH) x (WL2 x CC),1_2,1,2,1,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
G,D,49,D,2387,F2,(YO11 x WL2) x (WL2),4_13-B,4,13-B,8,NA,1,1,0,Non-Rep,NA,NA,0,0,0
G,D,50,C,2103,F2,(SQ3 x WL2) x (WL2),12_16-A,12,16-A,12,NA,1,1,0,Non-Rep,NA,NA,0,0,0
G,D,50,D,2542,F2,(WL2 x BH) x (WL2 x TM2),2_1,2,1,12,NA,1,1,0,Non-Rep,NA,NA,0,0,0
G,D,51,C,2445,F2,(SQ3 x WL2) x (WL2),3_13-B,3,13-B,3,NA,1,1,0,Non-Rep,NA,NA,0,0,0
G,D,51,D,1839,Parent,WL2,2,2,NA,16,NA,1,1,0,Non-Rep,NA,NA,0,0,0
G,D,52,C,2242,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,4,NA,1,1,0,Non-Rep,NA,NA,0,0,0
G,D,52,D,1806,Parent,WL1,8,8,NA,4,NA,1,1,0,Non-Rep,NA,NA,0,0,0
G,D,53,C,2429,F1,WL2 x LV1,8-1_14-1,1-Aug,14-1,2,NA,1,1,0,Non-Rep,NA,NA,0,0,0
G,D,53,D,2346,F2,(WV x WL2) x (WL2 x BH),2_2,2,2,4,NA,1,1,1,Non-Rep,0,NA,0,0,0
G,D,54,C,2567,F2,(WV x WL2) x (WL2 x BH),2_2,2,2,8,NA,1,1,0,Non-Rep,NA,NA,0,0,0
G,D,55,C,2235,F2,(WL2 x TM2) x (CC x TM2),2-3_2-3,3-Feb,3-Feb,5,NA,1,1,0,Non-Rep,NA,NA,0,0,0
G,D,55,D,1796,Parent,TM2,NA,NA,NA,92,7,1,1,0,Annual,NA,NA,7,1,7
G,D,56,C,2166,F2,(TM2 x WL2) x (WL2 x DPR),15_18,15,18,1,NA,1,1,0,Non-Rep,NA,NA,0,0,0
G,D,56,D,2485,F1,TM2 x WL2,NA,NA,NA,7,NA,1,1,1,Biennial,1,3,3,1,3
G,D,57,C,1970,F1,BH x WL2,1-3_8-1,3-Jan,1-Aug,7,NA,1,1,0,Non-Rep,NA,NA,0,0,0
G,E,4,A,2225,F2,(WL2 x BH) x (WL2 x TM2),2_1,2,1,12,NA,1,1,0,Non-Rep,NA,NA,0,0,0
G,E,4,B,1998,F1,TM2 x WL2,NA,NA,NA,7,NA,1,1,0,Non-Rep,NA,NA,0,0,0
G,E,5,A,2475,F1,DPR x WL2,NA,NA,NA,1,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
G,E,5,B,2641,Parent,TM2,12,12,NA,83,NA,1,1,0,Non-Rep,NA,NA,0,0,0
G,E,6,B,2061,F2,(CC x WL2) x (WL2),2_13-B,2,13-B,1,NA,1,1,0,Non-Rep,NA,NA,0,0,0
G,E,7,A,2266,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,28,NA,1,1,0,Non-Rep,NA,NA,0,0,0
G,E,7,B,2534,F2,(WL2 x BH) x (WL2 x CC),2_3,2,3,21,NA,1,1,0,Non-Rep,NA,NA,0,0,0
G,E,8,A,2282,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,44,NA,1,1,0,Non-Rep,NA,NA,0,0,0
G,E,8,B,2028,F1,WL2 x TM2,8_5,8,5,1,NA,1,1,0,Non-Rep,NA,NA,0,0,0
NA,E,9,B,2132,F2,(TM2 x WL2) x (TM2),3_1-3,3,3-Jan,4,NA,1,1,0,Non-Rep,NA,NA,0,0,0
H,E,10,B,2374,F2,(WV x WL2) x (WV),20_7-3,20,3-Jul,7,NA,1,1,1,Non-Rep,0,NA,0,0,0
H,E,11,A,2088,F2,(LV1 x WL2) x (WL2),6_16-A,6,16-A,2,NA,1,1,0,Non-Rep,NA,NA,0,0,0
H,E,11,B,2518,F2,(WL2 x BH) x (WL2 x CC),1_2,1,2,6,NA,0,NA,NA,Non-Rep,NA,NA,0,0,0
H,E,12,A,2079,F2,(DPR x TM2) x (TM2 x WL2),3_2,3,2,2,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
H,E,13,A,2486,F1,TM2 x WL2,NA,NA,NA,9,NA,0,NA,NA,Non-Rep,NA,NA,0,0,0
H,E,14,A,2211,F2,(WL2 x BH) x (WL2 x CC),2_3,2,3,20,NA,1,1,0,Non-Rep,NA,NA,0,0,0
H,E,14,B,2025,F1,WL2 x LV1,2-A_14-A,2-A,14-A,7,NA,1,1,0,Non-Rep,NA,NA,0,0,0
H,E,15,A,2018,F1,WL2 x DPR,NA,NA,NA,5,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
H,E,15,B,1896,Parent,WL2,8,8,NA,73,NA,1,1,0,Non-Rep,NA,NA,0,0,0
H,E,16,A,1857,Parent,WL2,4,4,NA,34,NA,1,1,0,Non-Rep,NA,NA,0,0,0
H,E,16,B,2244,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,6,NA,0,NA,NA,Non-Rep,NA,NA,0,0,0
H,E,17,A,1807,Parent,WL1,8,8,NA,5,NA,0,NA,NA,Non-Rep,NA,NA,0,0,0
H,E,17,B,1840,Parent,WL2,2,2,NA,17,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
H,E,18,A,2000,F1,TM2 x WL2,NA,NA,NA,9,NA,1,1,0,Non-Rep,NA,NA,0,0,0
H,E,19,A,1605,Parent,BH,3,3,NA,6,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
H,E,19,B,1975,F1,DPR x WL2,NA,NA,NA,2,NA,1,1,0,Non-Rep,NA,NA,0,0,0
H,E,20,A,1684,Parent,SQ3,5,5,NA,1,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
H,E,20,B,2367,F2,(WV x WL2) x (WL2 x CC),3_1,3,1,15,NA,1,1,0,Non-Rep,NA,NA,0,0,0
H,E,21,A,2104,F2,(SQ3 x WL2) x (WL2),12_16-A,12,16-A,13,NA,1,1,1,Non-Rep,0,NA,0,0,0
H,E,21,B,2437,F2,(CC x WL2) x (WL2),4_13-B,4,13-B,7,NA,1,1,0,Non-Rep,NA,NA,0,0,0
H,E,22,A,2014,F1,WL2 x DPR,NA,NA,NA,1,NA,1,1,1,Non-Rep,0,NA,0,0,0
I,E,23,B,2524,F2,(WL2 x BH) x (WL2 x CC),1_2,1,2,13,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
I,E,24,A,2584,F2,(YO11 x WL2) x (WL2),4_13-B,4,13-B,12,NA,0,NA,NA,Non-Rep,NA,NA,0,0,0
I,E,24,B,2400,Parent,SQ3,7,7,NA,21,NA,0,NA,NA,Non-Rep,NA,NA,0,0,0
I,E,25,A,2332,F2,(WV x TM2) x (TM2 x WL2),2_1,2,1,1,NA,1,1,0,Non-Rep,NA,NA,0,0,0
I,E,25,B,1808,Parent,WL1,8,8,NA,6,NA,1,1,0,Non-Rep,NA,NA,0,0,0
I,E,26,A,1713,Parent,TM2,1,1,NA,9,NA,1,0,NA,Annual,NA,NA,0,0,0
I,E,27,B,1841,Parent,WL2,2,2,NA,18,NA,1,1,0,Non-Rep,NA,NA,0,0,0
I,E,28,A,1999,F1,TM2 x WL2,NA,NA,NA,8,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
I,E,28,B,2453,F2,(WL2 x TM2) x (CC x TM2),2-3_2-3,3-Feb,3-Feb,8,NA,1,1,1,Biennial,1,30,30,1,30
I,E,29,A,2106,F2,(SQ3 x WL2) x (WL2),12_16-A,12,16-A,15,NA,1,1,1,Non-Rep,0,NA,0,0,0
I,E,29,B,2375,F2,(WV) x (WV x WL2),3_22,3,22,1,NA,1,1,0,Non-Rep,NA,NA,0,0,0
I,E,41,A,1601,Parent,BH,3,3,NA,2,NA,1,1,0,Non-Rep,NA,NA,0,0,0
I,E,41,B,2194,F2,(WL2 x BH) x (WL2 x CC),1_2,1,2,3,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
I,E,42,A,2627,Parent,WV,11,11,NA,18,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
I,E,42,B,2434,F1,WL2 x YO11,2-A_11-2,2-A,2-Nov,3,NA,1,1,1,Non-Rep,0,NA,0,0,0
I,E,43,B,1686,Parent,SQ3,5,5,NA,3,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
NA,E,44,B,2273,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,35,3,1,1,0,Annual,NA,NA,3,1,3
I,E,45,A,2208,F2,(WL2 x BH) x (WL2 x CC),NA,NA,NA,17,NA,1,1,0,Non-Rep,NA,NA,0,0,0
I,E,45,B,1902,Parent,WL2,8,8,NA,79,NA,0,NA,NA,Non-Rep,NA,NA,0,0,0
I,E,46,A,2304,F2,(WL2 x WV) x (CC x WL2),1_1,1,1,9,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
I,E,46,B,2613,F1,TM2 x WL2,NA,NA,NA,15,NA,1,1,0,Non-Rep,NA,NA,0,0,0
J,E,47,B,2586,F2,(DPR x TM2) x (TM2 x WL2),3_2,3,2,2,NA,1,1,0,Non-Rep,NA,NA,0,0,0
J,E,48,A,2164,F2,(TM2 x WL2) x (WL1 x TM2),2_1,2,1,1,NA,1,1,0,Non-Rep,NA,NA,0,0,0
J,E,48,B,1974,F1,DPR x WL2,NA,NA,NA,1,NA,1,1,0,Non-Rep,NA,NA,0,0,0
J,E,49,B,2503,F2,(TM2) x (TM2 x WL2),2-1_2,1-Feb,2,2,NA,1,1,0,Non-Rep,NA,NA,0,0,0
J,E,50,A,2458,F2,(WL2) x (WL2 x BH),3-14_1,14-Mar,1,3,NA,0,NA,NA,Non-Rep,NA,NA,0,0,0
J,E,51,B,1800,Parent,TM2,NA,NA,NA,96,NA,1,1,1,Biennial,1,NA,0,0,0
G,E,4,C,1789,Parent,TM2,NA,NA,NA,85,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
G,E,4,D,2415,F1,BH x WL2,1-3_8-1,3-Jan,1-Aug,7,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
G,E,5,D,2432,F1,WL2 x YO11,2-A_11-2,2-A,2-Nov,1,NA,1,1,1,Non-Rep,0,NA,0,0,0
G,E,6,C,1656,Parent,DPR,20,20,NA,15,NA,0,NA,NA,Non-Rep,NA,NA,0,0,0
G,E,7,C,2582,F2,(WV) x (WV x WL2),3_22,3,22,3,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
G,E,8,C,2541,F2,(WL2 x BH) x (WL2 x TM2),2_3,2,3,9,NA,1,1,1,Biennial,1,29,29,1,29
G,E,8,D,2366,F2,(WV x WL2) x (WL2 x CC),3_1,3,1,14,NA,1,1,0,Non-Rep,NA,NA,0,0,0
H,E,9,C,2636,F2,(WV x TM2) x (TM2 x WL2),2_1,2,1,6,NA,0,NA,NA,Non-Rep,NA,NA,0,0,0
H,E,9,D,2347,F2,(WV x WL2) x (WL2 x BH),2_2,2,2,5,NA,1,1,0,Non-Rep,NA,NA,0,0,0
H,E,10,C,1711,Parent,TM2,1,1,NA,7,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
H,E,10,D,2630,Parent,TM2,2,2,NA,11,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
H,E,11,C,2268,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,30,NA,1,1,0,Non-Rep,NA,NA,0,0,0
H,E,11,D,2552,F2,(WL2 x WV) x (CC x WL2),1_1,1,1,6,NA,1,1,0,Non-Rep,NA,NA,0,0,0
H,E,12,D,2007,F1,WL1 x WL2,2-3_2-2,3-Feb,2-Feb,2,NA,1,1,0,Non-Rep,NA,NA,0,0,0
H,E,14,C,2193,F2,(WL2 x BH) x (WL2 x CC),1_2,1,2,2,NA,1,1,0,Non-Rep,NA,NA,0,0,0
H,E,14,D,2394,Parent,WL2,2,2,NA,15,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
H,E,15,C,2498,Parent,YO11,5,5,NA,17,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
H,E,16,C,2272,F2,(WL2 x TM2) x (TM2),2_1-3,2,3-Jan,34,NA,1,1,0,Non-Rep,NA,NA,0,0,0
H,E,17,C,1657,Parent,DPR,20,20,NA,16,NA,1,0,NA,Non-Rep,NA,NA,0,0,0
H,E,17,D,2174,F2,(TM2) x (TM2 x WL2),5-2_14,2-May,14,6,NA,1,1,0,Non-Rep,NA,NA,0,0,0
H,E,18,C,2057,F2,(CC x WL2) x (WL2 x TM2),2_1,2,1,1,NA,1,1,0,Non-Rep,NA,NA,0,0,0
